Date,Symbol,Headline,Source
18-Nov-19,AMZN-US,Amazon Continues Investment in Mississippi with Second Fulfillment Center ,BW
18-Nov-19,AMZN-US,DJ Press Release: NovaBay Pharmaceuticals Launches NovaSight(TM) Daily Vitamin for Ocular Health on Amazon.com,DJGM
14-Nov-19,AMZN-US,DJ Press Release: Meltwater Participates in the Launch of AWS Data Exchange,DJGM
14-Nov-19,AMZN-US,DJ Press Release: Amazon Expands in Las Vegas and Announces Plans to Create 125 New Corporate Jobs,DJGM
14-Nov-19,AMZN-US,Amazon Expands in Las Vegas and Announces Plans to Create 125 New Corporate Jobs,BW
14-Nov-19,AMZN-US,DJ Press Release: LIONSGATE AND AMAZON ENTER INTO UK OUTPUT DEAL,DJGM
13-Nov-19,AMZN-US,AWS Announces AWS Data Exchange,BW
13-Nov-19,AMZN-US,DJ Press Release: AWS Announces AWS Data Exchange,DJGM
13-Nov-19,AMZN-US,DJ Press Release: AWS Announces AWS Data Exchange -2-,DJGM
12-Nov-19,AMZN-US,"DJ Press Release: Amazon Announces the Best Books of 2019, Naming Margaret Atwood's The Testaments the #1 Book of the Year",DJGM
12-Nov-19,AMZN-US,DJ Press Release: Amazon Announces the Best Books of -2-,DJGM
12-Nov-19,AMZN-US,"Amazon Announces the Best Books of 2019, Naming Margaret Atwood's The Testaments the #1 Book of the Year",BW
8-Nov-19,AMZN-US,DJ Press Release: Amazon Canada Announces Plans to Build First Fulfillment Centre in Quebec,DJGM
8-Nov-19,AMZN-US,Amazon Canada Announces Plans to Build First Fulfillment Centre in Quebec,CNW
6-Nov-19,AMZN-US,AWS abrirá centros de datos en España,BW
6-Nov-19,AMZN-US,DJ Press Release: Amazon Announces New Amazon Robotics Innovation Hub and Plans to Create 200 Tech and Advanced Manufacturing Jobs in Massachusetts,DJGM
6-Nov-19,AMZN-US,Amazon Announces New Amazon Robotics Innovation Hub and Plans to Create 200 Tech and Advanced Manufacturing Jobs in Massachusetts,BW
5-Nov-19,AMZN-US,Highly Anticipated Animated Series Critical Role: The Legend of Vox Machina to Exclusively Stream on Amazon Prime Video,BW
5-Nov-19,AMZN-US,DJ Press Release: Highly Anticipated Animated Series Critical Role: The Legend of Vox Machina to Exclusively Stream on Amazon Prime Video,DJGM
4-Nov-19,AMZN-US,DJ Press Release: The Kacey Musgraves Christmas Show -2-,DJGM
4-Nov-19,AMZN-US,"DJ Press Release: The Kacey Musgraves Christmas Show Premieres Friday, November 29 on Amazon Prime Video",DJGM
4-Nov-19,AMZN-US,"The Kacey Musgraves Christmas Show Premieres Friday, November 29 on Amazon Prime Video",BW
4-Nov-19,AMZN-US,DJ Press Release: Amazon Canada Makes Holiday Gifting Easier than Ever,DJGM
4-Nov-19,AMZN-US,Amazon Canada Makes Holiday Gifting Easier than Ever,CNW
4-Nov-19,AMZN-US,DJ Press Release: BlackBerry AtHoc & BlackBerry SecuSUITE Solutions Now Available on Amazon Web Services,DJGM
4-Nov-19,AMZN-US,"DJ Press Release: Applications Now Open for 100 Amazon Future Engineer $40,000 College Scholarships for Students from Underserved Communities Pursuing Degrees in Computer Science",DJGM
4-Nov-19,AMZN-US,"Applications Now Open for 100 Amazon Future Engineer $40,000 College Scholarships for Students from Underserved Communities Pursuing Degrees in Computer Science",BW
4-Nov-19,AMZN-US,"DJ Press Release: Amazon Announces Fast, Free and Convenient Delivery Options this Holiday Season",DJGM
4-Nov-19,AMZN-US,"Amazon Announces Fast, Free and Convenient Delivery Options this Holiday Season",BW
1-Nov-19,AMZN-US,AWS eröffnet Datenzentren in Spanien,BW
1-Nov-19,AMZN-US,AWS va ouvrir des centres de données en Espagne,BW
1-Nov-19,AMZN-US,"DJ Press Release: Amazon announces Amazon Small Business Academy: A range of educational initiatives to help entrepreneurs, startups, and business owners succeed online",DJGM
1-Nov-19,AMZN-US,"Amazon announces Amazon Small Business Academy: A range of educational initiatives to help entrepreneurs, startups, and business owners succeed online",BW
31-Oct-19,AMZN-US,AWS to Open Data Centers in Spain,BW
31-Oct-19,AMZN-US,DJ Press Release: AWS to Open Data Centers in Spain,DJGM
30-Oct-19,AMZN-US,"DJ Press Release: Amazon, Microsoft, Google and Alibaba Strengthen their Grip on the Public Cloud Market",DJGM
25-Oct-19,AMZN-US,Amazon anuncia tres nuevos proyectos de energía renovable en Estados Unidos y Reino Unido para apoyar el compromiso de Amazon de alcanzar el 80 % de energía renovable para 2024 y el 100 % de energía renovable para 2030,BW
25-Oct-19,AMZN-US,Amazon annuncia tre nuovi progetti per la produzione di energia rinnovabile negli Stati Uniti e nel Regno Unito a sostegno del suo impegno di utilizzo di energia rinnovabile nella misura dell'80% entro il 2024 e nella misura del 100% entro il 2030 ,BW
25-Oct-19,AMZN-US,Amazon kondigt drie projecten voor hernieuwbare energie aan in de VS en het VK als onderdeel van Amazon's belofte om in 2024 een niveau van hernieuwbare energie van 80% en in 2030 van 100% te bereiken ,BW
25-Oct-19,AMZN-US,Headline: DJ S&PGRBulletin: Amazon Has Solid Sales Growth; Earnings Tempered,DJGM
25-Oct-19,AMZN-US,DJ Press Release: S&PGRBulletin: Amazon Has Solid Sales Growth; Earnings Tempered,DJGM
25-Oct-19,AMZN-US,Amazon annonce trois nouveaux projets d'énergie renouvelable aux États-Unis et au Royaume-Uni pour soutenir l'engagement pris par la société d'atteindre 80 % d'énergie renouvelable d'ici 2024 et 100 % d'énergie renouvelable d'ici 2030 ,BW
25-Oct-19,AMZN-US,"Amazon kündigt drei neue Erneuerbare-Energie-Projekte in den USA und dem Vereinigten Königreich an, um sein Versprechen, bis 2024 80 % und bis 2030 100 % erneuerbare Energie zu verwenden, einhalten zu können ",BW
24-Oct-19,AMZN-US,Amazon Prime Video Orders Second Season of Modern Love,BW
24-Oct-19,AMZN-US,DJ Press Release: Amazon Prime Video Orders Second Season of Modern Love,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter -5-,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter -2-,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter -7-,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter Sales up 24% to $70.0 Billion,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter -6-,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter -4-,DJGM
24-Oct-19,AMZN-US,DJ Press Release: Amazon.com Announces Third Quarter -3-,DJGM
24-Oct-19,AMZN-US,Amazon.com Announces Third Quarter Sales up 24% to $70.0 Billion,BW
24-Oct-19,AMZN-US,"DJ Press Release: Amazon to Overtake Walmart by 2022, Forecasts New Packaged Facts Report",DJGM
23-Oct-19,AMZN-US,DJ Press Release: Amazon Announces Three New Renewable Energy Projects in the US and UK to Support Amazon's Pledge to Reach 80% Renewable Energy by 2024 and 100% Renewable Energy by 2030,DJGM
23-Oct-19,AMZN-US,Amazon Announces Three New Renewable Energy Projects in the US and UK to Support Amazon's Pledge to Reach 80% Renewable Energy by 2024 and 100% Renewable Energy by 2030 ,BW
23-Oct-19,AMZN-US,DJ Press Release: Amazon and Steelcase Join Anker Innovations on Stage to Unveil a Host of New Products,DJGM
23-Oct-19,AMZN-US,DJ Press Release: F5 Announces Strategic Collaboration Agreement with Amazon Web Services to Allow Customers to Innovate Faster in the Cloud,DJGM
23-Oct-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules GDS North American Digital Innovation Insight Summit for 28-October-2019",FCSTEV
23-Oct-19,AMZN-US,DJ Press Release: Stage Stores Announces In-Store Package Pick-up with Amazon Hub Counter,DJGM
23-Oct-19,AMZN-US,DJ Press Release: Amazon Adds Thousands of New Locations for Free Package Pickup Across the U.S.,DJGM
23-Oct-19,AMZN-US,Amazon Adds Thousands of New Locations for Free Package Pickup Across the U.S.,BW
21-Oct-19,AMZN-US,"DJ Press Release: Amazon's Future Engineer Program Now Funding Computer Science Courses for More Than 2,000 High Schools in Underserved Communities Across the Country, Benefitting More Than 100,000 Students",DJGM
21-Oct-19,AMZN-US,"Amazon's Future Engineer Program Now Funding Computer Science Courses for More Than 2,000 High Schools in Underserved Communities Across the Country, Benefitting More Than 100,000 Students",BW
16-Oct-19,AMZN-US,Intersect Music Festival Announces Full 2019 Lineup,BW
15-Oct-19,AMZN-US,Old Mutual Limited Selects AWS as its Preferred Cloud Provider,BW
15-Oct-19,AMZN-US,"Amazon Announces Live Stream of Behind the Scenes, Educational Tour Inside an Amazon Robotics Fulfillment Center to Inspire Students to Pursue STEM and Computer Science Education",BW
15-Oct-19,AMZN-US,Organic & Natural Health Association Issues Buyer Beware: Amazon's No. 1 Hemp Bestseller Contains CBD Despite a No CBD Sale Policy,PMZ
15-Oct-19,AMZN-US,"Amazon Announces U.S. Small Business Spotlight Awards Finalists as Amazon Storefronts Surpasses 2.5 Million Products From Nearly 30,000 American Businesses",BW
11-Oct-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q3 2019 Earnings Release for 24-October-2019 4:01 PM ET",FCSTEV
11-Oct-19,AMZN-US,Howard University Joins with Amazon Studios to Launch Howard Entertainment,BW
11-Oct-19,AMZN-US,Amazon Expands in Illinois with Channahon Fulfillment Center,BW
10-Oct-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q3 2019 Earnings Call for 24-October-2019 5:30 PM ET",FCSTEV
10-Oct-19,AMZN-US,Amazon.com to Webcast Third Quarter 2019 Financial Results Conference Call,BW
10-Oct-19,AMZN-US,Amazon Announces First Fulfillment Center in Idaho,BW
7-Oct-19,AMZN-US,"Amazon Launches Amazon.sg, Offering All Customers in Singapore More Ways to Shop and Millions of Products to choose from - On Desktop and Mobile",PRNA
7-Oct-19,AMZN-US,"Introducing the All-New Fire HD 10: Brilliant 10.1"" Full HD Display, Faster Processor, and Longer Battery Life--Still Only CDN$ 199.99",CNW
7-Oct-19,AMZN-US,"Introducing Amazon FreeTime Unlimited, the All-You-Can-Eat Content Subscription Service for Kids--Now Available to Customers in Canada",CNW
7-Oct-19,AMZN-US,"Introducing the All-New Fire HD 10: Brilliant 10.1"" Full HD Display, Faster Processor, Longer Battery Life and Alexa-Still Only $149.99",BW
7-Oct-19,AMZN-US,"Amazon Announces New Kindle Kids Edition, Fire HD 10 Kids Edition, and FreeTime on Fire TV, Providing Access to Kid-Friendly Content-Now in Even More Places",BW
4-Oct-19,AMZN-US,"Amazon.com, Inc. Announces Redemption of Its 2.600% Notes Due December 5, 2019",BW
2-Oct-19,AMZN-US,Alexa and Amazon Echo Now Available in Brazil,BW
30-Sep-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules WardsAuto User Experience Conference for 1-October-2019",FCSTEV
30-Sep-19,AMZN-US,AWS Announces AWS IQ,BW
27-Sep-19,AMZN-US,"Amazon Prime Video p_edstavuje nové mo_nosti pro slu_bu Thursday Night Football, které umo_ní fanou_k_m amerického fotbalu (NFL) po celém sv_t_ zcela nové zá_itky",BW
26-Sep-19,AMZN-US,Amazon Prime Video bringt neue Funktionen für Thursday Night Football heraus - NFL-Fans auf der ganzen Welt können so ihr Streaming-Erlebnis individuell anpassen,BW
26-Sep-19,AMZN-US,"Az Amazon Prime Video új funkciókat biztosít a ""Thursday Night Football"" közvetítésekhez, lehet_vé téve az NFL-rajongóknak szerte a világon, hogy egyedi igényeik szerint alakítsák a streamelést",BW
26-Sep-19,AMZN-US,Amazon Prime Video lanza nuevas características para Thursday Night Football al permitir que los fanáticos de la NFL de todo el mundo puedan personalizar su experiencia de ver las transmisiones en directo,BW
26-Sep-19,AMZN-US,"Amazon Prime Video lança novos recursos para o Thursday Night Football, permitindo que entusiastas da NFL em todo o mundo personalizem a experiência de transmissão",BW
26-Sep-19,AMZN-US,Amazon Prime Video lance de nouvelles fonctionnalités pour Thursday Night Football permettant aux fans de la NFL dans le monde entier de personnaliser leur expérience de streaming,BW
26-Sep-19,AMZN-US,Amazon Prime Video lanceert nieuwe functies voor Thursday Night Football waarmee NFL-fans van over de hele wereld hun streamingervaring aan kunnen passen,BW
26-Sep-19,AMZN-US,"Amazon Prime Video uruchamia nowe funkcje internetowych transmisji czwartkowych meczów ligi NFL „Thursday Night Football""",BW
25-Sep-19,AMZN-US,Amazon Prime Video lancia contenuti aggiuntivi per Thursday Night Football permettendo ai tifosi della NFL in tutto il mondo di personalizzare la loro esperienza di streaming,BW
25-Sep-19,AMZN-US,"Amazon Introduces the eero mesh WiFi system-Simple, Reliable Home WiFi Starting at $99 ",BW
25-Sep-19,AMZN-US,"Amazon Introduces an Array of New Devices and Features to Help Make Your Home Simpler, Safer, and Smarter",BW
25-Sep-19,AMZN-US,"Ring Launches its First-Ever Indoor-Only Security Camera, Ring Indoor Cam, the Company's Most Affordable Camera To-Date ",BW
25-Sep-19,AMZN-US,Amazon Introduces 8 New Echo Devices,BW
25-Sep-19,AMZN-US,"IMDbPro Empowers Talent Reps to Manage Their Clients' Profiles and Adds Thousands of Casting Notices Through New Agreements With Audition Magic, Casting Networks, Mandy.com and NYCastings",BW
25-Sep-19,AMZN-US,Amazon Prime Video Launches New Features for Thursday Night Football Allowing NFL Fans Around the Globe to Customize Their Streaming Experience,BW
24-Sep-19,AMZN-US,Amazon and Leading Technology Companies Announce the Voice Interoperability Initiative,BW
24-Sep-19,AMZN-US,Amazon Publishing Acquires Academy Award-Winner Guillermo del Toro's First Short Story Collection,BW
23-Sep-19,AMZN-US,Amazon Expands in Ontario with New Fulfillment Centre in Scarborough,BW
20-Sep-19,AMZN-US,AWS Announces General Availability of Amazon EC2 G4 Instances,BW
20-Sep-19,AMZN-US,Nominations for New Amazon Small Business Awards Open Now,BW
19-Sep-19,AMZN-US,"Az Amazon Studios bejelentette, hogy ""A Gy_r_k Ura"" filmeken alapuló, készül_ sorozatának forgatási helyszíne Új-Zéland lesz",BW
19-Sep-19,AMZN-US,"Amazon Co-founds The Climate Pledge, Setting Goal to Meet the Paris Agreement 10 Years Early",BW
18-Sep-19,AMZN-US,Amazon Studios annonce que sa nouvelle série à venir basée sur Le Seigneur des Anneaux sera filmée en Nouvelle-Zélande,BW
18-Sep-19,AMZN-US,"Studio Amazon Studios oznámila, _e natá_ení nadcházející série na motivy románu Pán prsten_ se uskute_ní na Novém Zélandu",BW
18-Sep-19,AMZN-US,"Amazon Studios og_asza, _e zdj_cia do nowego serialu opartego na powie_ci „W_adca Pier_cieni"" b_d_ kr_cone w Nowej Zelandii ",BW
18-Sep-19,AMZN-US,Amazon Studios anuncia que Nueva Zelanda será su lugar de filmación para su próxima serie basada en El Señor de los Anillos,BW
18-Sep-19,AMZN-US,Ahora ya puedes comprar en Amazon y pagar en Efectivo,BW
18-Sep-19,AMZN-US,"Shop on Amazon, Pay in Cash",BW
18-Sep-19,AMZN-US,SellersFunding Acquires amzLenders Following its Launch in the UK and Canada,NEWS_ACW
18-Sep-19,AMZN-US,Amazon Studios annuncia la Nuova Zelanda come luogo per la sua serie in arrivo basata su Il Signore degli Anelli,BW
18-Sep-19,AMZN-US,"Amazon Career Day - More Than 200,000 Applications for Jobs at Amazon",BW
17-Sep-19,AMZN-US,A Amazon Studios anuncia a Nova Zelândia como local para sua próxima série baseada em O Senhor dos Anéis,BW
17-Sep-19,AMZN-US,Amazon Studios gibt Neuseeland als Drehort für seine neue Serie basierend auf Der Herr der Ringe bekannt,BW
17-Sep-19,AMZN-US,Amazon Studios maakt bekend dat Nieuw-Zeeland de locatie is voor komende serie gebaseerd op The Lord of the Rings,BW
17-Sep-19,AMZN-US,Amazon Studios Announces New Zealand as Location for Its Upcoming Series Based on The Lord of the Rings,BW
17-Sep-19,AMZN-US,Sellics Raises $10 Million Series A to Help Companies Thrive on Amazon,PMZ
17-Sep-19,AMZN-US,Amazon Music Introduces Highest Quality Audio for Streaming with Amazon Music HD,BW
16-Sep-19,AMZN-US,Amazon Expands Chicago Tech Hub and Announces Plans to Create 400 New Tech Jobs,BW
12-Sep-19,AMZN-US,"Amazon Announces the Launch of Amazon Music for Brazil, Bringing Customers Access to Millions of Songs, On-Demand and Ad-Free ",BW
12-Sep-19,AMZN-US,Amazon Announces New Dallas-Fort Worth Regional Air Hub to Start Operations in October - Facility to Create 300 New Jobs,BW
11-Sep-19,AMZN-US,"Amazon Donation Brings New Robotics Program and Computer Science Courses to 24 Metro Nashville Public Schools and More Than 65 Schools Across Tennessee, Benefiting Over 1,000 Local Students From Underrepresented Communities ",BW
10-Sep-19,AMZN-US,AWS Announces General Availability of Amazon Quantum Ledger Database (QLDB),BW
10-Sep-19,AMZN-US,"Aviones de carga Amazon Air, en asociación con la Cruz Roja y los clientes de Amazon, despegan rumbo a las Bahamas repletos de suministros esenciales para los afectados",BW
9-Sep-19,AMZN-US,National Safety Council Recognizes Dr. Megan Tranter with Marion Martin Award,PRN
9-Sep-19,AMZN-US,"Amazon Air Cargo Flights, In Partnership With Red Cross and Amazon Customers, Taking Off For The Bahamas Packed With Critical Supplies To Those In Need",BW
9-Sep-19,AMZN-US,"Amazon Announces Amazon Career Day on September 17th - 30,000+ Permanent Jobs Available across the U.S. Paying $15 an Hour or More and Offering On-the-job Training and Upskilling Opportunities",BW
6-Sep-19,AMZN-US,Riz Ahmed Receives the IMDb STARmeter Award in Toronto,BW
4-Sep-19,AMZN-US,Introducing Fire TV Cube and the Nebula Soundbar--Fire TV Edition; The Next Generation of Fire TV Devices for Canada,CNW
4-Sep-19,AMZN-US,Amazon Announces Breakthrough Collaborations with Global Retailers and TV Brands to Bring More than 15 New Fire TV Edition Devices to Europe and North America,BW
4-Sep-19,AMZN-US,"Introducing the All-New Fire TV Cube-the Next Generation Fire TV Experience with Far-Field Voice Control, and the Fastest, Most Powerful Fire TV Ever",BW
4-Sep-19,AMZN-US,AmazonFresh Expands to Indianapolis With 1- And 2-Hour Delivery,BW
3-Sep-19,AMZN-US,Amazon Prime Video Announces New Amazon Original Stand-Up Specials From Ten All-Star Australian Comedians,BW
3-Sep-19,AMZN-US,IMDb Returns to Toronto with Star-Studded Festival Coverage,BW
29-Aug-19,AMZN-US,Yankee Global Enterprises with Strategic Partners Sinclair and Amazon Acquire YES Network from Disney,BW
28-Aug-19,AMZN-US,"Az Amazon Prime Video bemutatja Rihanna ""Savage X Fenty"" show-ját, amely kizárólag az Amazon globális platformjáról lesz streamelhet_ szeptember 20-án, pénteken",BW
28-Aug-19,AMZN-US,"P_edstavení Savage X Fenty zp_va_ky Rihanna, které uvede slu_ba Amazon Prime Video, bude streamováno exkluzivn_ v celosv_tové slu_b_ v pátek 20. zá_í",BW
27-Aug-19,AMZN-US,"Le Savage X Fenty Show de Rihanna présenté par Amazon Prime Video pour une diffusion exclusive sur le service dans le monde entier, le vendredi 20 septembre",BW
27-Aug-19,AMZN-US,"Rihanna's Savage X Fenty Show aangeboden door Amazon Prime Video wordt exclusief gestreamd op Worldwide Service dag, vrijdag 20 september",BW
27-Aug-19,AMZN-US,Rihannas Savage X Fenty Show präsentiert von Amazon Prime Video zum exklusiven Streaming am Worldwide Service Freitag am 20. September,BW
27-Aug-19,AMZN-US,"El Savage X Fenty Show de Rihanna presentado por Amazon Prime Video se verá exclusivamente en el servicio de streaming, a nivel mundial, el viernes 20 de septiembre",BW
27-Aug-19,AMZN-US,Ekskluzywna transmisja pokazu projektowanej przez Rihann_ bielizny Savage X Fenty na Amazon Prime Video - ju_ w pi_tek 20 wrze_nia,BW
26-Aug-19,AMZN-US,La sfilata Savage X Fenty Show di Rihanna presentata da Amazon Prime Video verrà trasmessa in esclusiva dal servizio di streaming mondiale venerdì 20 settembre,BW
26-Aug-19,AMZN-US,"Savage X Fenty Show de Rihanna é apresentado em transmissão exclusiva no serviço mundial Amazon Prime Video na sexta-feira, 20 de setembro",BW
26-Aug-19,AMZN-US,"Rihanna's Savage X Fenty Show Presented by Amazon Prime Video to Stream Exclusively on the Worldwide Service Friday, Sept. 20",BW
22-Aug-19,AMZN-US,"AmazonFresh Expands to Houston, Minneapolis and Phoenix With 1- And 2-Hour Delivery",BW
22-Aug-19,AMZN-US,Amazon Announces 150 New Tools and Services Have Launched in 2019 to Help Small and Medium-Sized Businesses Grow Their Online Sales,BW
21-Aug-19,AMZN-US,AWS Announces General Availability of Amazon Forecast ,BW
21-Aug-19,AMZN-US,Amazon Expands Portland Tech Hub and Announces Plans to Create 400 New High Tech Jobs,BW
19-Aug-19,AMZN-US,Amazon Announces Plans to Expand in Utah with New Fulfillment Center in West Jordan,BW
14-Aug-19,AMZN-US,The Globe and Mail Selects AWS as its Preferred Cloud Provider,BW
8-Aug-19,AMZN-US,AWS Announces General Availability of AWS Lake Formation,BW
7-Aug-19,AMZN-US,"Amazon's Treasure Truck Celebrates Millions of Subscribers, Announces Additional Cities, More Pickup Locations than Ever and New Ways to Shop",BW
6-Aug-19,AMZN-US,"Amazon Introduces New, Exclusive Prime Student Benefit: Amazon Music Unlimited for Just $0.99 ",BW
5-Aug-19,AMZN-US,"""Alexa, Donate to Happy School Year""",BW
2-Aug-19,AMZN-US,"Amazon investiert weiter in erneuerbare Energien - kündigt zwei neue Projekte für erneuerbare Energien in den USA und der EU an; hat jetzt 66 Projekte weltweit, darunter 51 Solardächer",BW
1-Aug-19,AMZN-US,"Amazon poursuit ses investissements dans les énergies renouvelables et annonce deux nouveaux projets d'énergies renouvelables aux États-Unis et dans l'Union européenne, ce qui lui permet de compter à présent 66 projets dans le monde, y compris...",BW
1-Aug-19,AMZN-US,"Amazon Continues Investments in Renewable Energy - Announces Two New Renewable Energy Projects in U.S. and EU; Now Has 66 Projects Globally, Including 51 Solar Rooftops",BW
30-Jul-19,AMZN-US,Amazon Announces Plans to Expand in Pennsylvania; New Pittsburgh Fulfillment Center Will Create More Than 800 Full-Time Jobs,BW
30-Jul-19,AMZN-US,AWS Launches Region in the Middle East,BW
27-Jul-19,AMZN-US,Five Kindle Direct Publishing Authors Win Top Romance Writing Award in 2019,BW
25-Jul-19,AMZN-US,Amazon.com Announces Second Quarter Sales up 20% to $63.4 Billion,BW
25-Jul-19,AMZN-US,Amazon Continues Drive to Shipment Zero - Announces Early Completion of Goal to Host 50 Solar Rooftop Systems Globally by 2020; Solar Energy Industries Association Ranks Amazon #1 in the U.S. for Amount of Corporate On-site Solar Installed in 2018 ,BW
22-Jul-19,AMZN-US,Dean Koontz Signs New Five-Book Deal with Amazon Publishing,BW
22-Jul-19,AMZN-US,"Amazon Announces Plans to Expand in Ohio; Two New Amazon Robotics Fulfillment Centers Will Create More Than 2,500 Full-Time Jobs",BW
19-Jul-19,AMZN-US,"Zappos.com Turns 20 with Big Customer Surprises, New Brand Collabs, and More",PMZ
17-Jul-19,AMZN-US,Amazon revela que Prime Day 2019 superó en ventas a Black Friday y Cyber Monday combinados,BW
17-Jul-19,AMZN-US,"Alexa, How Was Prime Day? Prime Day 2019 Surpassed Black Friday and Cyber Monday Combined Worldwide",CNW
17-Jul-19,AMZN-US,"Alexa, How Was Prime Day? Prime Day 2019 Surpassed Black Friday and Cyber Monday Combined",BW
16-Jul-19,AMZN-US,"Samsung, Sony & LG OLED TV Prime Day 2019 Deals: Top TV & NVIDIA Shield TV Streaming Deals on Amazon.com Shared by Deal Tomato",BW
16-Jul-19,AMZN-US,"Cell Phone Prime Day 2019 Deals: Top iPhone X, Galaxy S10 & Pixel 3 Deals on Amazon.com Shared by Save Bubble",BW
16-Jul-19,AMZN-US,"ALL ABOARD! IMDboat Sets Sail for San Diego Comic-Con With Host Kevin Smith, Top Stars and Brands, Parties, Fan Experiences and More",BW
16-Jul-19,AMZN-US,"Prime Day Update: 24 hours Left to Shop - Thousands of New Deals, Exclusives, and More",BW
15-Jul-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2019 Earnings Release for 25-July-2019 4:01 PM ET",FCSTEV
12-Jul-19,AMZN-US,Amazon und Chengdu Hi-tech Zone errichten gemeinsames Innovationszentrum für Cloud-Computing-Branche,PRNE
11-Jul-19,AMZN-US,"Starting Monday, July 15, ask ""Alexa, What are My Prime Day Deals?""",BW
11-Jul-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2019 Earnings Call for 25-July-2019 5:30 PM ET",FCSTEV
11-Jul-19,AMZN-US,Amazon.com to Webcast Second Quarter 2019 Financial Results Conference Call,BW
11-Jul-19,AMZN-US,Pro Football Focus Selects AWS as its Official Cloud and Machine Learning Provider,BW
11-Jul-19,AMZN-US,"Amazon Pledges to Upskill 100,000 U.S. Employees for In-Demand Jobs by 2025",BW
10-Jul-19,AMZN-US,AWS Announces Cloud Innovation Center at the University of British Columbia,CNW
9-Jul-19,AMZN-US,"IMDb Announces Its First-Ever Scripted Series: The Animated Show You're Not a Monster, Premiering This Fall On IMDb and IMDb TV",BW
9-Jul-19,AMZN-US,Roomba Prime Day Deals (2019): Amazon's Best Pre-Prime Day Vacuum Sales Rated by Save Bubble,BW
9-Jul-19,AMZN-US,Amazon.com Prime Day 2019 Deals: Top Early Deals Shared by Consumer Articles,BW
9-Jul-19,AMZN-US,Woot! Celebrates Its 15th Birthday With A Week-Long Party Offering Ridiculously Good Deals And Endless Silly Shenanigans For Shoppers,PRN
3-Jul-19,AMZN-US,"Ismael Cala, en el jurado del Premio Amazon de autores en español",PRNE
1-Jul-19,AMZN-US,Amazon is Delivering Star-Studded Deals for Members on Prime Day,BW
1-Jul-19,AMZN-US,"Alexa, Remind Me to Shop for Deals on Prime Day",BW
1-Jul-19,AMZN-US,"Amazon revela ofertas en anticipación a Prime Day, desde entretenimiento hasta artículos y materiales escolares y dispositivos Amazon",BW
27-Jun-19,AMZN-US,Amazon Introduces Counter in the U.S. - Where Customers Can Pick Up Their Package and Shop Too,BW
26-Jun-19,AMZN-US,"Amazon Music Announces Taylor Swift to Headline the Prime Day Concert, Featuring Additional Performances From Dua Lipa, SZA, and Becky G",BW
26-Jun-19,AMZN-US,"Amazon Music anuncia que Taylor Swift encabezará el concierto Prime Day, junto con presentaciones adicionales de Dua Lipa, SZA y Becky G",BW
25-Jun-19,AMZN-US,Amazon Revela que el 15 y 16 de julio Será Prime Day. Un Desfile de Ofertas Épicas por Dos Días,BW
25-Jun-19,AMZN-US,Amazon and Seattle Public Schools Team Up to Bring Computer Science and Robotics to 30 Title I Schools,BW
24-Jun-19,AMZN-US,"Alexa, When Is Prime Day? July 15 & 16 Will Be a Two-Day Parade of Epic Deals",BW
24-Jun-19,AMZN-US,"Alexa, When is Prime Day? July 15 & 16 will be a Two-Day Parade of Epic Deals",CNW
24-Jun-19,AMZN-US,AWS Announces General Availability of AWS Security Hub,BW
24-Jun-19,AMZN-US,AWS Announces General Availability of AWS Control Tower,BW
20-Jun-19,AMZN-US,"Amazon Studios, Endgame Entertainment Begin Production on Mike Cahill's Bliss Starring Salma Hayek and Owen Wilson",BW
20-Jun-19,AMZN-US,AmazonFresh Expands to Las Vegas With 1- And 2-Hour Delivery,BW
20-Jun-19,AMZN-US,Amazon Kicks off Summer with Off-to-College Store Launch: A One-Stop Shop for College Students ,BW
18-Jun-19,AMZN-US,Amazon Announces the Best Books of 2019 So Far,BW
18-Jun-19,AMZN-US,"Continued Growth for Amazon's Air Network to Expand Prime Fast, Free Shipping for Customers - Adding Fifteen Boeing 737-800 Converted Freighter Aircraft to Fleet",BW
17-Jun-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Paris Air Show for 18-June-2019",FCSTEV
14-Jun-19,AMZN-US,Amazon Studios Begins Production on Richard Tanne's Chemical Hearts Starring and Executive Produced by Lili Reinhart,BW
11-Jun-19,AMZN-US,Amazon Announces Latest Effort to Fight Homelessness-$8 Million Donation to Housing and Homeless Nonprofits in HQ Regions and Company Match For Employee Contributions,BW
